@relation converted_data
@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}
@data
0.03,1.08,9.27,18.67,54.47,408.3,307.39,0.02,0.97,14.2,53.14,51.45,36.44,0.12,2.51,10.21,37.95,152.4,460.02,0.12,4.46,35.08,51.59,42.31,0.33,3.92,53.2,123.03,383.99,0.67,13.92,50.7,34.97,0.7,28.37,230.1,25.11,2.6,28.34,23.97,6.39,161.85,391.67,7.07,23.14,47.49,526.28,0
0.03,2.59,30.37,91.58,174.53,552.37,103.28,0.02,1.85,16.56,31.58,49.19,6.43,0.31,8.93,46.85,55.2,362.41,364.73,0.26,5.94,19.55,40.62,40.6,1.26,15.47,19.1,36.42,489.15,0.97,8.13,23.96,39.74,2.5,16.84,206.68,226.18,1.6,9.66,20.14,4.66,183.76,264.42,2.02,18.06,59.08,517.43,0
0.03,1.17,14.56,52.36,90.01,422.62,153.28,0.07,2.78,25.89,38.37,70.85,155.64,0.13,3.84,23.1,38.68,199.6,324.43,0.35,8,26.2,30.18,103.36,0.5,7.41,58.41,91.96,338.35,1.2,10.91,6.99,47.07,1.22,32.98,233.04,55.36,2.12,3.86,29.05,7.67,175.47,347.62,1.48,26.55,53.13,506.13,0
0.05,1.23,8.35,28.39,76.37,498.25,272.49,0.05,0.84,10.63,33.53,56.22,21.2,0.14,2.29,14.28,53.74,265.46,479.38,0.12,3.68,24.43,41.03,37.39,0.31,5.66,70.53,53.93,467.72,0.59,10.47,28.76,33.4,1.05,38.35,215.14,117.73,2.06,15.87,11.1,8.78,170.49,351.84,4.16,8.03,52.49,539.73,0
0.01,0.15,0.62,3.17,41.91,345.81,218.21,0.03,0.84,6.56,21.63,48.75,76.95,0.02,0.22,7.11,63.28,69.78,349.51,0.1,1.81,7.87,24.08,56.19,0.05,3.9,70.5,205.87,278.87,0.25,1.8,15.49,19.34,0.78,35.89,295.84,70.09,0.19,9.67,32.76,7.94,196.4,477.59,2.67,38.09,56.4,591.69,0
0.02,0.6,9.17,39.02,77.14,431.92,283.08,0.06,1.27,7.95,40.39,26.29,13.67,0.07,2.53,18.8,42.33,156.31,458.39,0.16,2.73,30,44.77,31.82,0.34,6.14,48.54,142.91,377.11,0.44,12.59,52.43,29.07,0.99,25.91,257.38,29.42,2.42,30.54,27.7,5.87,180.1,501.71,7.74,23.49,52.78,642.74,0
0.05,2.55,27.12,60.81,78.11,433.05,183.11,0.15,2.42,21.22,88.95,87.35,87.62,0.3,7.75,29.29,32.55,209.81,365.15,0.31,6.86,58.4,94.02,57.32,1.07,9.42,52.98,98.25,395.16,1.06,23.47,78.89,57.83,1.51,29.68,252.33,105.07,4.44,42.18,37.97,6.85,191.97,333.73,10.49,26.85,58.51,523.31,0
0.04,1.92,22.05,47.13,29.8,369.52,120.82,0.02,0.59,7.13,34.45,93.44,106.1,0.22,5.86,23.31,75.4,116.9,272.43,0.07,1.97,14.62,62.01,46.84,0.77,7.66,73.64,169.48,252,0.27,4.31,33.9,67.23,1.24,35.98,277.66,55.56,0.66,13.16,79.55,7.81,191.63,452.15,2.65,54.55,56,576.17,0
0.01,0.64,14.77,63.84,133.51,434.85,180.09,0.05,1.03,8.48,23.35,25.51,81.22,0.07,3.87,27.63,34.68,197.79,339.64,0.12,2.51,16.78,16.34,84.43,0.5,8.02,13.9,82.16,300.18,0.37,7.2,24.32,78.12,1.17,11.72,206.96,31.88,1.41,15.85,65.99,3.08,153.22,441.19,4.23,43.61,45.83,568.42,0
0.02,0.39,5.11,16.09,69.5,453.45,326.62,0.06,1.17,5.55,9.59,16.38,33.96,0.05,1.59,15.64,50.55,196.32,503.12,0.14,1.73,5.9,15.84,21.57,0.23,6.73,65.1,94.91,430.39,0.26,2.23,12.72,4.62,1.24,34.72,222.92,48.81,0.4,6.29,8.11,7.84,163.32,400.59,1.46,8.81,48.7,551.49,0
0.02,1.45,15.6,40.57,132.95,515.64,147.33,0.05,1.14,4.39,6.13,41.64,69.44,0.17,4.27,16.9,30.38,275.08,387.57,0.14,1.03,11.57,11.74,75.62,0.57,4.78,39.47,58.57,438.96,0.13,6.15,29.03,52.61,0.69,25.16,226.1,134.39,1.32,20,19.69,6.12,178.84,326.17,5.42,0.75,55.03,525.82,0
0,0.3,7.98,52.56,47.49,347.58,225.38,0.03,0.57,1.35,19.88,53.01,81.53,0.04,2.18,27.03,60.69,83.2,352.7,0.07,0.34,8.82,41.33,35.96,0.29,9.02,62.07,179.55,255.44,0.04,3.02,31.52,8.63,1.46,30.79,254.86,98.5,0.54,15.72,31.57,6.72,167.19,480.1,3.7,27.32,47.61,570.45,0
0.04,2.04,20.12,40.3,63.3,452.06,263.85,0.03,0.72,8.09,20.54,19.28,17.87,0.23,5.38,16.8,40.23,193.13,435.93,0.09,2.44,11.68,16.52,23.9,0.71,4.77,54.22,112.55,400.07,0.36,4.33,11.92,20.79,0.69,28.73,240.32,58.4,0.78,5.85,15.72,6.44,174.28,374.49,1.39,11.44,51.81,530.98,0
0.04,1,13.76,82.5,117.73,419.01,197.77,0.07,1.55,13.67,32.77,76.31,136.4,0.12,3.86,40.86,57.62,170.88,414.78,0.19,4.15,15.74,23.8,99.87,0.52,13.13,36.89,116.26,401.76,0.61,5.2,18.06,52.38,2.07,18.15,223.52,65.45,0.87,13.23,21.05,4.09,158.91,367.54,3.68,32.23,46.84,525.03,0
0.01,0.62,9.41,39.9,56.12,343.1,202.54,0.01,0.4,4.67,12.37,15.89,20.68,0.07,2.49,19.68,43.56,77.03,305.94,0.05,1.37,6.37,7.67,11.94,0.33,6.69,53.17,169.79,215.25,0.2,2.54,9.86,10.75,1.11,27.51,246.89,110.6,0.49,6.11,21.32,6.1,162.59,463.1,1.58,18.28,46.35,543.33,0
0.05,1.58,18.38,77.49,97.87,469.58,200.75,0.02,0.75,10.08,19.68,46.49,51.87,0.18,5.06,38.68,37.73,193.26,407.47,0.09,2.78,9.68,27.09,31.37,0.68,12.55,42.71,122.3,390.59,0.38,3.22,18.36,10.72,2,24.02,255.95,32.71,0.54,9.81,16.87,5.59,184.9,433.02,2.47,17.86,54.92,597.99,0
0.03,1.16,19.48,58.71,51.25,390.57,160.97,0.16,2.82,6.48,41.06,114.23,169.42,0.14,5.77,35.89,62.77,160.92,344.77,0.35,1.13,33.85,44.98,127.82,0.81,13.12,69.35,149.69,368.81,0.09,15.51,71.21,38.88,2.25,36.05,277.88,73.06,3.15,47.05,35.67,8.12,200.47,362.26,12.56,50.06,59.91,540.69,0
0.03,1.06,13.71,53.84,110.43,484.84,231.86,0.03,0.78,9.33,37.84,43.1,41.43,0.12,3.64,25.54,27.04,239.1,413.6,0.09,2.82,23.31,47.21,26.98,0.48,8.31,45.26,61.96,390.73,0.41,8.92,38.24,19.49,1.35,27.03,207.88,58.8,1.63,19.38,16.57,6.4,159.77,370.27,4.62,12.93,48.5,527.38,0
0.04,0.79,13.65,63.85,71.01,438.08,310.76,0.01,0.92,9.59,30.81,62.31,114.26,0.1,4.1,36.19,56.54,184.49,528.36,0.12,2.74,16.87,66.82,116.05,0.58,12.66,55.17,127.66,502.47,0.39,6.34,71.38,40.29,2.11,28.39,263.89,105.79,1.16,40.59,52.77,6.39,192.18,416.02,10.17,70.12,57.45,617.75,0
0,0.08,1.89,3.17,90.82,466.29,311.56,0.04,0.98,5.58,6.3,5.64,21.29,0.01,0.66,5.13,15.04,194.37,518.49,0.12,1.89,7.46,19.11,10.52,0.1,3.08,40.64,103.43,444.82,0.3,3.66,20.6,24.07,0.64,24.34,228.32,33.84,0.76,11.68,19.1,5.74,165.01,445.74,2.94,9.31,48.88,600.56,0
0.03,1,10.34,42.43,5.61,294.19,421.88,0.02,0.81,4.52,18.53,29.02,115.7,0.11,2.95,26.17,74.45,41.06,528.97,0.09,1.27,9.9,36.53,55.67,0.4,9.47,72.18,198.84,354.61,0.18,3.43,32.41,20.1,1.6,35.21,270.05,100.8,0.58,16.46,55.93,7.64,175.91,560.41,3.85,48.19,50.06,665.32,0
0.03,1.22,22.69,99.67,136.47,448.33,161.09,0.06,1.98,14.11,44.39,50.7,33.24,0.14,6.18,47.77,42.41,212.13,316.27,0.25,4.25,25.84,48.54,60.84,0.82,15.02,8.69,77.65,319.47,0.62,9.66,47.1,39.36,2.34,7.97,208.65,37.55,1.74,26.66,29.92,2.24,156.91,352.6,6.73,36.34,47.29,499.67,0
0.07,1.92,21.1,73.43,131.26,508.42,191.47,0.06,1,6.94,37.16,88.66,120.47,0.24,6.29,40.25,39.51,294.3,390.26,0.12,1.59,23.35,44.92,103.42,0.9,14.32,52.18,39.17,417.6,0.19,9.65,39.03,38.62,2.45,32.14,225.45,88.54,1.88,24.36,23.4,7.81,185.85,401.09,6.5,38.39,58.26,605.14,0
0.02,0.48,1.99,18.27,120.53,438.16,255.53,0.05,2.4,20.93,48.52,14.47,24.34,0.05,0.53,7.58,25.87,169.75,447.58,0.3,6.61,33.19,34.57,20.92,0.07,2.9,32.73,123.2,378.38,1,13.51,35.88,26.75,0.55,21.19,244.35,24.48,2.56,20.31,21.97,5.17,174.16,498.73,5.13,11.61,51.42,642.44,0
0.07,1.71,12.53,36.87,28.47,398.27,230.08,0.12,2.34,12.3,23.06,63.91,94.68,0.2,3.7,28.56,91.37,165.33,319.8,0.3,3.98,13.23,29.72,47.56,0.53,11.58,100.05,119.37,260.41,0.62,5.41,6.92,27.39,2.09,51.18,249.38,47.6,1.08,4.42,22.25,11.41,182.47,428.99,1.72,18.53,54.74,549.21,0
0.06,1.66,24.3,79.13,121.73,531.48,201.91,0.12,1.77,3.55,23.42,16.65,32.01,0.2,6.89,41.35,40.95,285.92,417.29,0.23,1.31,15.95,22.21,9.39,0.95,14.1,51.89,59.84,441.46,0.22,6.58,21.48,20.47,2.34,30.91,244.08,96.64,1.27,12.41,24.08,7.41,194.55,405.87,3.22,14.58,60.18,612.68,0
0.05,0.21,20.79,88.72,112.95,510.52,115.07,0.12,3.36,9.58,38.85,127.47,95.82,0.03,6.27,51.24,34.51,306.77,335.76,0.43,2.56,39.05,52.63,102.29,0.9,18.23,11.67,44.49,423.78,0.34,19.15,74.07,53.05,3.08,8.82,198.92,166.18,4.01,52.66,10.89,2.34,166.92,280.48,14.69,34.08,52.55,496.8,0
0.04,0.57,22.04,112.42,141.38,470.06,168.14,0.05,2.02,12.78,10.91,74.28,69.44,0.07,6.03,55.15,64.97,230.06,377.41,0.25,3.54,2.48,26.66,65.05,0.8,17.56,25.8,67.66,402.25,0.49,2.85,30.08,40.29,2.75,9.7,210.04,96.86,0.74,21.46,24.14,2.08,160.24,339.28,5.95,22.65,48.52,516.31,0
0.03,1.06,11.51,49.99,58.96,400.8,294.63,0.01,0.67,7.68,25.28,13.62,15.2,0.12,3.1,25.7,72.56,124.2,430.68,0.08,2.39,16.93,18.56,37.66,0.41,8.52,64.55,148.48,308.33,0.36,6.82,23.78,35.08,1.38,30.85,240.89,94.76,1.29,14.44,15.71,6.63,163.21,521.52,3.75,6.49,47.08,623.64,0
0.06,1.48,14.43,47.04,78.56,439.48,227.08,0.03,0.5,8.78,37.44,82.02,60.63,0.17,4.04,27.52,74.11,187.42,414.48,0.07,2.62,20.17,56.59,34.8,0.55,9.96,74.24,105.15,395.24,0.38,7.14,30.7,6.42,1.7,37.55,231.22,72.9,1.25,11.64,18.27,8.33,168.52,344.47,2.3,19.11,50.23,500.22,0
0.04,1.16,11.44,42.7,42.38,403.43,335.35,0.01,0.5,8.27,33.1,9.26,107.3,0.13,3.19,25.17,78.58,155.04,454.82,0.07,2.69,23.03,27.81,45.03,0.43,9.04,75.47,112.88,353.13,0.41,9.26,34.12,39.76,1.53,36.83,219.77,11.71,1.73,19.45,77.38,8,155.8,417.75,4.84,62.12,45.86,537.78,0
0.05,1.51,16.01,46.6,93.36,435.78,186.39,0.08,2.1,16.41,54.43,149.83,147.85,0.18,4.53,24.22,43.42,235.73,363.63,0.27,5.01,23.83,76.58,114.99,0.62,8.28,53.12,53.52,373.93,0.74,7.2,21.46,60.96,1.37,29.62,199.23,82.07,1.12,1.81,11.5,6.87,158.04,331.39,1.46,32.32,48.75,498.71,0
0.03,1.62,15.43,46.89,120.14,460.21,193.37,0.03,2.24,23.84,52.52,24.88,131.75,0.19,4.33,19.17,13.17,217.31,419.66,0.29,7.46,34.62,33.55,57.57,0.59,5.3,34.83,104.26,441.05,1.12,13.82,30.51,45.85,0.75,23.38,259.31,95.84,2.6,16.71,45.1,5.75,194.98,396.07,4.19,26.39,59.02,594.43,0
0.02,1.04,13.18,46.64,57.89,309.65,254.61,0.04,0.82,15.05,85.54,132.88,126.48,0.12,3.74,26.85,105.9,38.84,366.31,0.11,4.38,43.22,84.64,107.26,0.51,9.51,85.57,216.37,290.68,0.62,14.32,42.55,20.68,1.6,39.13,291.96,42.79,2.36,15.96,61.81,8.24,190.3,430.71,3.28,70.97,54.23,544.4,0
0.09,2.36,18.44,48.01,74.36,469.45,171.96,0.03,0.97,8.02,22.47,31.24,74.06,0.28,5.3,29.91,63.3,232.87,308.74,0.13,2.79,15.76,24.09,45.59,0.74,11.78,89.46,106.2,310.58,0.45,6.76,19.94,17.28,2.13,49.25,261.8,20.16,1.34,11.45,9.38,11.37,199.87,396.67,2.99,9.35,61.07,557.56,0
0.05,1.07,21.4,69.32,129.05,483.66,198.93,0.06,2.12,33.73,95.14,84.06,59.3,0.12,6.07,35.06,34.98,249.26,391.19,0.28,10.81,57.72,65.27,87.72,0.83,11.57,21.95,62.17,401.75,1.65,21.89,33.41,72.27,1.87,14.97,220.97,82.03,3.98,10.66,21.42,3.74,172.94,371.66,1.65,28.73,53.05,554.42,0
0.03,1.44,15.77,49.34,173.85,522.17,170.44,0.06,0.52,3.44,13.08,41.94,62.97,0.17,4.41,20.81,59.83,322.29,434.99,0.06,1.52,14.67,13.06,87.33,0.6,5.82,30.94,41.3,499.57,0.27,7.49,10.58,100.55,0.82,20.23,200.51,176.67,1.6,10.52,87.65,5.17,170.19,324.37,3.24,52.94,53.74,550.91,0
0,1.53,21.03,56.67,99.06,496.54,246.53,0.1,2.37,6.45,15.36,63.18,39.9,0.18,5.85,25.95,13.66,252.07,463.42,0.3,1.82,13.77,32.72,47.72,0.79,7.93,44.5,84.37,478.84,0.26,6.54,30.29,40.77,1.21,27.15,254.33,128.37,1.34,19.48,20.88,6.46,196.41,373.52,5.27,5.78,60.04,583.83,0
0.22,5.37,44.91,142.86,92.34,177.33,93.53,0.07,1.08,4.13,15.01,33.33,30.49,0.68,14.02,93.09,200.14,5.01,83.57,0.14,1.4,7.05,27.07,5.7,2.06,35.49,178.05,213.31,48.87,0.23,2.25,17.51,5.83,6.27,87.35,299.82,127.58,0.37,7.63,4.74,19.36,207.3,377.24,1.64,1.16,61.66,453.67,0
0.07,2.35,26.52,114.13,121.54,137.79,2.19,0.07,1.59,13.44,46.49,17.82,27.24,0.29,8.07,71.07,207.97,70.71,31.71,0.21,4.24,27.92,34.74,26.6,1.16,26.13,170.44,278.39,11.07,0.64,10.57,33.41,12.53,4.49,79.6,338.53,177.46,1.92,17.76,4.87,17.08,220.11,434.8,4.29,8.97,63.38,497.31,0
0,0.24,5.5,37.36,93.73,360.4,212.15,0.04,0.77,8.83,46.82,86.67,126.01,0.03,1.6,20.58,69.75,115.06,369.62,0.1,2.97,30.98,45.18,71.69,0.22,7.18,61.2,161.62,297.91,0.47,12.46,48.59,23.13,1.2,30.43,262.56,81.71,2.35,29.31,77.59,6.73,180.68,526.07,7.53,71.23,52.71,649.46,0
0.01,0.43,2.32,2.71,84.69,341.9,162.19,0.05,1.25,13.33,49.32,79.38,170.06,0.05,0.72,3.03,17.64,108.1,327.78,0.16,4.41,32.15,35.55,139.19,0.1,1.94,34.92,170.18,277.26,0.68,13.2,44.76,71.94,0.41,21.02,259.32,68.46,2.53,28.17,53.18,4.98,175.72,481.63,7.36,52.19,50.92,599.31,0
0.02,0.3,10.2,48.02,106.31,481.5,234.92,0.03,1.49,17.02,39.02,94.01,129.83,0.04,2.71,20.16,15.02,238.59,474.33,0.19,5.09,20.88,43.04,104.14,0.35,5.63,28.61,78.64,473.48,0.74,7.26,8.54,57.56,0.79,19.36,231.81,101.07,1.24,3.25,17.68,4.77,177.21,400.86,1.6,28.85,53.82,596,0
0.06,2.51,28.24,91.66,156.33,540.73,159.31,0.04,1.63,10.42,23.66,43.69,29.8,0.31,8.26,46.55,41.59,327.2,439.81,0.22,3.63,12.88,23.99,20.81,1.16,15.39,13.33,36.75,533.1,0.59,4.54,4.28,17.99,2.49,15.7,220.29,223.93,0.79,2.87,8.41,4.41,185.43,290.99,1.37,21.66,58.48,540.84,0
0.04,1.48,11.35,23.66,85.28,455.04,256.07,0.11,1.35,10.1,19.67,78.12,132.29,0.18,3.3,14.6,42.14,226.05,423.18,0.18,3.93,25.45,4.78,96.15,0.47,6.13,65.26,76.05,392.31,0.67,12.85,38.26,37.53,1.15,36.72,227.82,48.53,2.71,28.61,13.77,8.53,175.47,400.24,7.98,28.6,53.59,565.86,0
0.01,0.95,12.1,41.31,89.33,425.55,211,0.09,1.56,12,80.67,80.38,135.72,0.12,3.49,18.75,34.69,160.42,419.39,0.19,3.95,51.67,94.04,107.98,0.48,5.65,40.85,148.64,402.17,0.61,20.2,79.73,48.47,0.85,22.97,280.2,31.24,3.74,41.89,17.01,5.33,199.84,456.96,10.23,37.63,59.23,631.97,0
0.01,0.24,3.04,47.08,217.28,494.57,165.43,0.04,0.7,4.17,28.08,8.26,53.09,0.03,0.69,16.35,90.7,275.96,428.14,0.09,1.54,16.68,11.97,46.5,0.08,3.76,24.36,37.41,469.44,0.26,6.37,11.36,37.34,0.45,11.24,197.73,132.76,1.17,6.58,40.41,3.24,160.25,354.51,1.72,32.13,49.67,557.6,0
0.06,0.4,18.45,64.95,51.5,361.39,154.43,0.15,3.49,8.75,62.87,55.42,95.65,0.05,5.25,33.49,28.04,105.91,266.52,0.43,2.56,50.31,58.96,96.63,0.72,11.24,34.82,161.93,231.32,0.37,21.75,89.69,53.52,1.84,17.9,262.12,59.45,4.25,55.84,11.84,3.93,179.91,429.78,14.57,26.56,52.44,544.93,0
0.01,0.68,9.59,35.2,60.51,417.98,289.36,0.01,0.17,5.16,5.81,63.5,16.59,0.07,2.37,12.53,27.1,157.58,438.52,0.03,1.81,10.8,34.54,35.12,0.29,2.98,39.15,109.38,360.93,0.29,5.5,24.55,55.91,0.36,21.14,214.39,8.01,1.14,13.75,57.4,4.76,150.7,394.76,3.52,37.89,44.07,518.62,0
0.03,1.09,14.53,61.13,120.81,489.8,205.87,0.03,1.54,19.89,50.57,57.17,23.86,0.13,3.95,26.84,20.59,235.68,404.64,0.2,6.24,33.04,44.81,71.55,0.52,7.86,21.13,73.43,401.04,0.94,12.96,27.13,67.88,1.16,15.88,220.18,69.97,2.4,12.06,31.68,4,167.12,374.53,2.78,3.96,50.5,542.98,0
0.03,1.03,11.48,47.36,94.17,469.51,287.31,0.03,1.18,12.37,31.97,32.58,4.61,0.12,3.08,20.71,23.2,203.68,500.9,0.15,3.67,16.8,42.47,36.58,0.4,6.14,28.32,89.12,449.31,0.53,5.79,36.21,27.25,0.92,17.28,214.03,64.63,0.99,18.67,23.71,4.12,156.4,399.27,4.48,28.57,46.48,559.09,0
0.02,0.74,5.54,22.28,42.99,411.9,330.4,0.11,2.67,13.67,13.81,56.11,111.13,0.08,1.37,10.76,46.01,145.12,507.65,0.33,4.05,4.97,11.48,84.8,0.17,3.65,55.5,134.06,418.21,0.59,1.31,10.72,43,0.61,28.84,243.25,15.04,0.19,9.74,3.3,6.43,169.87,445.23,2.82,12.95,49.71,588.68,0
0.06,1.48,23.12,98.15,86.76,413.56,152.98,0.04,0.38,12.34,57.54,86.96,81.77,0.17,6.43,51.07,58.84,154.57,330.01,0.06,3.89,33.04,59.59,106.75,0.87,17.04,54.26,133.84,339.32,0.59,11.97,38.64,75.57,2.76,27.56,250.6,52.62,2.1,18.35,23.06,6.16,177.57,345.7,4.29,16.46,52.4,498.55,0
0.05,2.31,26.4,65.16,74.58,479.32,260.53,0.18,2.29,13.34,53.27,14.18,35.67,0.29,7.78,37.74,40.89,234.87,439.51,0.32,5.34,48.56,54.31,15.28,1.1,13.81,62.98,86.28,422.68,0.93,22.47,74.08,24.43,2.4,35.47,244.44,77.09,4.58,46.44,5.27,8.27,188.04,392.76,12.32,10.77,57.51,577.35,0
0.05,1.17,8.11,50.64,170.91,479.28,182.45,0.04,1.31,20.05,74.18,82.55,36.78,0.14,2.24,19.78,45.41,251.3,384.5,0.17,6.1,42.99,70.95,91.16,0.3,5.29,15.07,60.22,410.95,0.9,15.61,39.74,88.14,0.74,16.19,220.47,101.07,2.74,14.12,39.45,4.47,173.31,350.88,2.49,1.69,53.26,538.45,0
0.02,1.17,18.9,86.01,160.56,540.29,195.39,0.04,1.46,9.17,8.15,45.65,8.27,0.15,5.44,41.4,53.2,327.09,507.18,0.18,2.86,6.48,32.05,14.1,0.75,13,3.02,24.76,596.67,0.43,2.82,20.77,19.85,2.02,10.84,225.49,242.12,0.55,10.19,19.53,3.36,189.39,327.23,2.48,13.98,59.63,597.04,0
0.02,1.06,16.16,69.52,140.08,516.87,165.9,0.02,1.81,17.25,35.52,31.34,9.74,0.13,4.46,31.8,30.01,260.99,389.27,0.23,5.21,24.83,40.78,34.07,0.6,9.62,21.46,81.34,426.21,0.77,10.21,43.51,26.42,1.45,17.18,245.06,101.22,1.95,24.85,4.84,4.45,188.78,377.78,6.26,8.29,57.55,575.9,0
0.04,1.11,12.57,62.43,178.77,514.9,143.61,0.02,0.95,14.31,50.61,38.98,68.24,0.13,3.39,25.26,61.08,364.31,394.75,0.13,4.54,31.13,45.15,38.8,0.45,6.77,4.69,67.14,478.22,0.69,11.76,30.79,45.75,0.92,11.89,136.46,202.36,2.12,12.82,42.43,3.71,135.41,254.56,2.6,25.17,44.69,475.47,0
0.07,2.98,26.79,44.81,46.97,438.13,186.58,0.04,1.12,9.69,36.18,84.73,116.55,0.35,7.44,20.75,77.48,221.21,393.52,0.15,3.12,21.03,33.76,97.35,1.01,6.55,86.14,99.85,445.73,0.48,8.17,10.33,65.42,1.04,44.35,264.44,160.17,1.53,8.71,31.9,9.91,202.73,292.94,2.77,18.37,62,502.88,0
0.03,1.21,13.67,39.6,55.78,447.01,235.84,0.04,1.34,20.35,64.6,91.42,78.82,0.14,3.75,17.63,26.14,183.51,399.57,0.17,6.41,39.2,59.06,113.51,0.5,5.31,41.73,117.78,358.45,0.96,14.82,30.34,67.01,0.81,22.63,236.2,20.19,2.69,13.44,10.81,5.11,169.23,401.29,3.33,36.42,50.05,544.64,0
0.06,1.98,20.53,72.75,51.48,394.48,135.92,0.06,1.82,15.02,45.2,40.48,26.76,0.24,6.27,49.74,104.04,188.71,236.77,0.23,4.78,26.04,41.2,13.28,0.9,19.23,114.31,87.23,251.61,0.73,9.81,29.98,7.48,3.4,59.23,226.17,43.98,1.8,14.27,8.59,13.34,172.97,273.35,3.31,7.34,52.92,406.86,0
0.1,0.34,24.89,107.87,106.71,422.35,45.17,0.15,3.66,22.15,58.77,111.69,98.6,0.03,7.1,58.56,45.99,171.11,245.84,0.47,6.82,37.59,55.4,101.46,0.98,20.07,21.04,123.61,310.4,1.02,15.31,51.01,60.26,3.31,8.47,251.8,63.07,2.94,32.88,18.19,1.73,181.84,332.94,8.9,28.45,54.1,499.8,0
0.01,0.22,2.3,6.02,34.61,373.42,365.27,0.04,1.37,12.87,22.74,21.63,33.27,0.03,0.68,6.57,49.24,99.86,491.79,0.16,3.67,13.8,10.83,30.6,0.1,2.88,48.87,146.34,348.85,0.52,5.2,2.5,19.66,0.53,23.73,219.05,47.24,0.94,0.71,12.24,5.1,143.83,444.76,0.38,9.45,40.79,540.47,0
0.07,3.65,42.93,115.82,141.25,474.12,18.46,0.09,2.29,13.66,45.53,65.42,101.93,0.45,12.74,61.54,30.61,304.56,199.45,0.3,4.79,22.01,54.89,37.91,1.81,21.1,37.08,23.61,346.31,0.79,7.54,39.56,17.38,3.51,25.67,228.47,176.25,1.35,18.87,42.39,6.48,196.09,227.58,4.37,35.07,62.62,453.82,0
0.04,1.15,10.16,44.72,80.24,470.44,188.21,0.07,2.39,18.07,30.87,51.22,23.54,0.13,2.73,19.76,47.76,196.14,373.22,0.3,5.75,21.22,44.4,31.94,0.36,6.16,64,127.9,364.62,0.87,8.75,34.53,41.75,0.98,34.87,271.92,28.35,1.68,18.28,18.47,7.97,198.23,424.01,4.56,3.35,59.23,588.97,0
0.02,1.05,11.94,34.83,75.22,454.24,277.93,0.06,1.01,6.68,32.02,28.35,60.48,0.12,3.18,14.46,27.01,190.18,449.99,0.12,2.25,24.69,18.4,45.75,0.42,4.2,40.52,93.07,382.59,0.35,10.42,33.63,23.41,0.63,22.34,212.79,17.78,2,21.36,24.05,5.08,153.98,408.83,5.58,22.55,45.57,544.81,0
0.02,0.61,8.38,39.9,28.53,341.84,278.6,0.02,0.62,6.25,35.79,41.71,120.68,0.07,2.27,22.41,83.45,101.95,384.95,0.08,2.28,27.87,100.11,34.84,0.3,7.79,73.72,139.65,286.07,0.37,11.67,92.28,72.79,1.29,34.75,226.21,56.76,2.22,47.65,117.38,7.42,154.14,432.39,11.31,92.75,44.67,532.53,0
0.09,0.94,20.66,79.5,100.68,339.47,99.24,0.05,3.16,38.72,109.06,149.39,216.18,0.11,6.41,47.67,33.29,170.54,97.21,0.4,12.19,62.21,69.48,209.99,0.93,17.47,25.57,129.57,227.8,1.85,23.31,19.54,140.32,3.01,15.9,255.99,52.39,4.25,7.59,88.22,3.91,190.42,316.52,2.53,72.65,57.79,491.4,0
0.01,2.16,29.7,81.26,83.73,440.52,160.53,0.03,1.04,9.44,42.61,86.62,118.84,0.25,8.12,39.69,12.38,206.61,356.57,0.13,2.7,16.8,35.81,75.13,1.08,12.66,32.55,93.35,388.19,0.38,4.65,6.09,19.56,1.99,19.56,236.16,101.02,0.69,2.28,26.84,4.6,176.83,321.86,1.15,30.2,53.33,498.85,0
0.02,0.39,4.24,18.93,27.52,421.24,383.3,0.01,0.36,3.41,28.7,27.94,42.01,0.05,1.3,14.86,74.13,161.72,538.57,0.04,1.06,15.79,32.97,12.34,0.19,5.9,69.89,125.18,410.96,0.16,5.65,27.01,23.26,1.04,33.66,221.05,8.3,0.99,13.54,35.25,7.24,153.48,454.18,3.18,26.65,44.71,579.03,0
0.02,1.31,19.88,81.04,135.57,462.81,192.45,0.03,0.81,1.56,11.55,28.12,19.84,0.15,5.25,36.23,38.8,210.58,366.08,0.1,0.5,8.74,9.42,40.42,0.68,10.77,16.06,86.96,345.83,0.08,3.71,7.31,45.13,1.61,11.87,214.93,24.36,0.72,6.65,29.89,3.07,158.86,389.47,2,12.73,47.47,533.53,0
